Open,High,Low,Close,Volume,Dividends,Stock Splits
1484.736912891794,1510.2404314334237,1479.1518264694914,1498.1312255859375,5617607,0.0,0
1506.4841052484805,1518.6921380046626,1496.6485125395382,1500.6025390625,15401143,0.0,0
1497.3898688688773,1515.6772412488192,1489.679469003923,1508.41162109375,5125826,0.0,0
1482.7598934590583,1489.3828393829185,1467.9322945244678,1472.7760009765625,9312468,0.0,0
1477.6197858553942,1490.32207215009,1445.1967195305995,1483.99560546875,6495498,0.0,0
1477.8174416489132,1511.4266677466144,1469.464608723911,1476.3841552734375,12610771,0.0,0
1477.817332710373,1489.7288852309143,1471.9851197722353,1487.3564453125,4338817,0.0,0
1487.208223390712,1511.2289827433096,1482.7599435600318,1508.2139892578125,5601555,0.0,0
1508.2633803480046,1518.2966255500507,1489.728882067417,1496.1541748046875,4062347,0.0,0
1495.6104475721907,1501.343833972569,1480.1402955441458,1486.5162353515625,3514766,0.0,0
1496.5495976195432,1514.3921909561552,1492.5462180790892,1508.16455078125,6213767,0.0,0
1518.3461841047772,1537.1772836784705,1516.369170844224,1535.941650390625,7647767,0.0,0
1527.4403414050892,1536.8311540519207,1504.5070366818557,1509.30126953125,5873872,0.0,0
1507.3737476406652,1510.4380939858393,1491.112741571387,1505.05078125,3889692,0.0,0
1508.4610368193269,1519.9771625772607,1489.8770649008945,1493.78173828125,5161071,0.0,0
1485.231236294561,1498.576076021667,1479.8439233383222,1485.1817626953125,4595550,0.0,0
1485.7254074707032,1505.8414924803078,1478.4599081544577,1482.7598876953125,5057574,0.0,0
1495.412871191569,1499.564550751378,1476.8288983668813,1482.8587646484375,6605216,0.0,0
1479.7944366832942,1488.690996422873,1450.8311439308504,1456.1197509765625,7497384,0.0,0
1435.3116523995145,1441.242692285463,1397.8472263198107,1409.2645263671875,10578334,0.0,0
1422.9552683607951,1434.0759677488181,1413.5644555442425,1425.2288818359375,4559375,0.0,0
1435.608215228913,1439.2656414629585,1419.1989087717905,1428.5897216796875,4288742,0.0,0
1436.54717862122,1441.0449317997038,1420.3356466746584,1427.5023193359375,4889583,0.0,0
1428.886302097592,1435.3115950506424,1411.587436454764,1422.3621826171875,2780512,0.0,0
1412.4771686306146,1437.2886612771072,1405.8047487794313,1434.12548828125,2352549,0.0,0
1443.911550852445,1450.040364208907,1436.6955250303547,1444.010498046875,2725339,0.0,0
1439.3150456527194,1444.2081049281614,1430.7644396522983,1437.1402587890625,3834351,0.0,0
1441.736872784944,1449.9908787425031,1428.3920337156283,1444.702392578125,3607959,0.0,0
1444.7024357540424,1467.7346884363417,1444.7024357540424,1462.396728515625,3162868,0.0,0
1467.9323041346463,1505.4955550148593,1463.4840244251473,1502.18408203125,4534592,0.0,0
1502.530031827484,1515.2817910994818,1490.4702995757925,1510.9818115234375,4428676,0.0,0
1519.1369647061126,1553.9323481535698,1510.5368850354125,1546.864501953125,7166319,0.0,0
1525.2657471694117,1536.880700201972,1512.4646344344944,1522.0531005859375,4814465,0.0,0
1526.254237210743,1548.7427630504737,1518.247357638631,1532.72900390625,5589692,0.0,0
1540.0932958060005,1553.9323883228708,1527.7369632016519,1541.2301025390625,4428248,0.0,0
1543.6026080951376,1550.6703341111693,1530.0106416530525,1547.902587890625,4194599,0.0,0
1549.9783145914191,1558.528920626166,1534.1622093404862,1538.7587890625,10542765,0.0,0
1537.1277890030626,1537.1277890030626,1502.925484197936,1510.4381103515625,20981948,0.0,0
1512.4150921454473,1530.900117226968,1501.5415195875387,1527.3909912109375,5604484,0.0,0
1512.4151236251746,1538.1162956606352,1501.6898509669159,1504.0128173828125,11494686,0.0,0
1515.3806057752727,1533.0748979083282,1505.495539853712,1511.6737060546875,6170576,0.0,0
1516.3691286746305,1522.0530416406534,1495.9564431936255,1500.997802734375,7158813,0.0,0
1510.8828996914833,1510.9323732895593,1482.8587610622642,1491.656494140625,7598923,0.0,0
1482.7599748318225,1512.2175212654076,1468.5254549399738,1504.1116943359375,5768847,0.0,0
1492.5954857694387,1503.7656585667182,1450.6829026495611,1469.5633544921875,5934254,0.0,0
1441.885148019997,1477.8173380936967,1427.403502479798,1470.947265625,6797124,0.0,0
1433.3346106321471,1467.932342612923,1418.5070112118146,1457.997802734375,14308919,0.0,0
1460.5184697200555,1469.6126819752474,1443.2196045964677,1446.4322509765625,12462604,0.0,0
1455.8231548501035,1474.407127959115,1449.9415886058373,1468.624267578125,6421273,0.0,0
1491.1622599039222,1499.5645663070932,1456.5150540568625,1479.79443359375,7369742,0.0,0
1494.5725655461852,1517.3576918569565,1488.2955725178947,1513.601318359375,6984645,0.0,0
1511.1794844256128,1522.250710222837,1491.6564788214228,1497.9334716796875,5282381,0.0,0
1510.8335842420383,1515.2323905566898,1496.6978909152112,1506.484130859375,5789979,0.0,0
1494.7208181404553,1501.5415378705645,1443.2196479861911,1451.2760009765625,6134021,0.0,0
1459.4311590487785,1461.4575251654455,1427.9472481733992,1445.04833984375,6990565,0.0,0
1457.0587196848733,1482.4632908859967,1450.1391735262614,1480.387451171875,5654171,0.0,0
1496.5990118635762,1517.8519040399742,1484.39097932827,1507.5714111328125,7157265,0.0,0
1483.0069903006804,1507.4725280510165,1482.265610368852,1501.3931884765625,5355552,0.0,0
1472.874913750616,1482.2162533594906,1452.4128742895978,1456.76220703125,7328310,0.0,0
1459.0357230578732,1507.3737193170325,1456.1196768918555,1500.3553466796875,6567533,0.0,0
1516.7150557842383,1517.1104825520188,1489.6794247961507,1498.328857421875,5016132,0.0,0
1495.709300036995,1504.50703283817,1484.736901000612,1489.1851806640625,3675604,0.0,0
1481.0794505207134,1499.564475217914,1473.3195773682387,1494.9678955078125,3898064,0.0,0
1486.7138900715956,1513.1069673797472,1478.361057772624,1504.6058349609375,3734033,0.0,0
1472.6772220793155,1504.605913750709,1470.8483882843877,1493.3369140625,4768098,0.0,0
1507.5714709159347,1508.1645507737048,1478.4599982798352,1483.649658203125,4514781,0.0,0
1433.2357552588542,1457.9977733920846,1390.9770977613643,1403.0863037109375,11815383,0.0,0
1423.4000954995615,1449.0519153430841,1416.3817224520515,1439.364501953125,9159327,0.0,0
1409.6104172943144,1422.016223441353,1397.7978116435195,1409.8575439453125,12440416,0.0,0
1370.5644060911777,1382.3276588091944,1338.8333682444545,1358.4552001953125,19252780,0.0,0
1365.1276197482166,1376.0011923892234,1347.2356743542036,1355.2425537109375,8763961,0.0,0
1344.3690184206916,1370.0701908316753,1321.5345393736263,1350.7943115234375,10609682,0.0,0
1303.3459684732788,1317.0367609218074,1282.1425499038348,1309.5736083984375,13527229,0.0,0
1287.2333176724237,1318.667877563426,1277.1505980599297,1312.5391845703125,19606246,0.0,0
1314.713797804417,1358.8999952230995,1303.6919249149253,1355.390869140625,11567347,0.0,0
1410.5989404152758,1410.5989404152758,1364.3862561374804,1376.693115234375,11136603,0.0,0
1372.0471872354728,1392.7563526375561,1356.9229876971485,1380.74609375,7575390,0.0,0
1398.736810305508,1433.3345405957502,1398.736810305508,1425.97021484375,12509063,0.0,0
1426.9093018863978,1432.840341589424,1395.5242167912172,1407.6334228515625,9433964,0.0,0
1430.3690526495911,1438.2771054631341,1419.6931330843843,1431.505859375,6682054,0.0,0
1455.081779889926,1472.6772464191079,1453.648493523129,1463.039306640625,7411977,0.0,0
1469.9092923551548,1476.4828852809242,1455.8725471106836,1469.4150390625,6128938,0.0,0
1464.2748870690002,1480.7828991598662,1440.4517812763047,1476.9771728515625,5230907,0.0,0
1489.6794717055993,1501.3438980522362,1456.6633265668504,1462.2484130859375,15594128,0.0,0
1449.150697116115,1452.7587703931474,1418.0622123514556,1426.069091796875,10080022,0.0,0
1434.3230598571072,1435.3115664455684,1402.6908490263509,1414.4541015625,8183231,0.0,0
1414.4540887560922,1421.4724613371604,1385.49079770949,1416.332275390625,7877443,0.0,0
1424.4379723413806,1443.4667238802922,1413.5644000334312,1435.1138916015625,6188724,0.0,0
1455.081793848076,1465.7082403724419,1437.3381476859447,1459.974853515625,10054871,0.0,0
1454.0932370297746,1467.6357294476275,1449.0518774046702,1453.45068359375,7147857,0.0,0
1459.4311471673675,1492.6449443112963,1453.4012811284456,1488.69091796875,7284278,0.0,0
1561.8404559924306,1702.3072222365154,1544.5910637801985,1637.7578125,48725485,0.0,0
1647.5439098503398,1647.5439098503398,1583.5875807906982,1589.7657470703125,15461291,0.0,0
1569.451958582896,1571.527919079956,1529.5657394232999,1533.0255126953125,13513930,0.0,0
1523.5852680651149,1523.634620994639,1496.302389421081,1499.3173828125,20390866,0.0,0
1494.7208369987752,1508.2139765045376,1480.0910114130788,1497.2415771484375,20628161,0.0,0
1488.690989837931,1492.6450163713653,1476.08753026261,1478.9542236328125,10399533,0.0,0
1466.9437821052686,1489.5311335924978,1463.138055860627,1476.3345947265625,13717701,0.0,0
1472.874809076342,1485.0334883175194,1445.8391781572948,1448.1126708984375,14446260,0.0,0
1402.5425778034971,1415.1955106634318,1374.0736598696096,1379.4114990234375,22810188,0.0,0
1365.0288388126776,1373.5794453539722,1311.7483069587356,1326.7735595703125,37048011,0.0,0
1338.8826765220842,1344.270109733203,1320.0022251537034,1338.7344970703125,24662868,0.0,0
1349.3115641938327,1363.9415107391972,1337.7460847676684,1358.5540771484375,26223135,0.0,0
1344.3689844508028,1359.5425367227228,1333.6437119068448,1340.01953125,10329574,0.0,0
1334.4838778701608,1354.8965628021544,1307.0528203806075,1350.0528564453125,10467744,0.0,0
1356.2310439816104,1366.0666363033292,1341.5517452264958,1356.280517578125,8508421,0.0,0
1344.368974193187,1363.1505995679445,1340.5137743249063,1356.7747802734375,9027167,0.0,0
1356.231054399645,1363.1506005955616,1346.4448149319583,1355.5885009765625,10386861,0.0,0
1364.4851260471428,1388.6047123673027,1355.7863399539694,1368.686279296875,14200738,0.0,0
1346.3954475021685,1390.2850435097448,1346.3954475021685,1387.566650390625,9747158,0.0,0
1383.9092063341168,1387.467805874086,1334.4838775364697,1340.4149169921875,14527958,0.0,0
1359.1966443226725,1359.1966443226725,1331.0242047858026,1337.4000244140625,8931456,0.0,0
1314.7138050538183,1319.6563381555245,1297.9091925080177,1302.456298828125,13365634,0.0,0
1285.0585879243383,1311.254012985873,1280.610308196908,1304.680419921875,16381217,0.0,0
1299.9356688980215,1337.4494465715177,1299.9356688980215,1325.6368408203125,10056906,0.0,0
1337.4494287560042,1339.4264419544609,1313.379317198255,1333.0999755859375,8551462,0.0,0
1321.0999755859375,1326.800048828125,1293.0,1303.050048828125,11191145,15.5,0
1310.050048828125,1318.0,1287.0,1291.3499755859375,8384119,0.0,0
1299.0,1312.0,1285.300048828125,1305.0999755859375,4902178,0.0,0
1312.5999755859375,1317.0,1298.199951171875,1314.0,8320722,0.0,0
1324.050048828125,1333.300048828125,1310.0,1313.9000244140625,7866192,0.0,0
1286.199951171875,1296.4000244140625,1278.300048828125,1287.050048828125,10268753,0.0,0
1303.0,1324.199951171875,1292.3499755859375,1320.949951171875,6959675,0.0,0
1314.0,1329.949951171875,1299.0999755859375,1304.0,9743160,0.0,0
1300.0,1325.0,1296.9000244140625,1318.949951171875,6435398,0.0,0
1330.0,1335.949951171875,1323.199951171875,1328.800048828125,6443556,0.0,0
1342.1500244140625,1371.0,1340.0,1366.699951171875,13496214,0.0,0
1371.800048828125,1394.699951171875,1370.75,1392.050048828125,12015859,0.0,0
1410.25,1420.5,1398.449951171875,1401.550048828125,6312337,0.0,0
1395.9000244140625,1404.800048828125,1380.0,1388.949951171875,6742694,0.0,0
1380.0,1400.449951171875,1379.1500244140625,1394.8499755859375,6045948,0.0,0
1387.25,1388.0,1378.5999755859375,1385.0999755859375,5737510,0.0,0
1398.300048828125,1400.75,1376.300048828125,1380.300048828125,3478622,0.0,0
1376.300048828125,1387.0,1360.6500244140625,1378.449951171875,3086633,0.0,0
1362.0,1374.300048828125,1354.0999755859375,1362.5999755859375,5126983,0.0,0
1373.300048828125,1381.0,1357.0,1367.4000244140625,2993294,0.0,0
1362.25,1382.050048828125,1357.1500244140625,1377.699951171875,3655908,0.0,0
1360.0999755859375,1367.949951171875,1343.5999755859375,1351.0999755859375,4577715,0.0,0
1323.5999755859375,1330.0,1308.300048828125,1326.5999755859375,5446286,0.0,0
1311.25,1326.0,1305.0,1312.0,5935178,0.0,0
1301.6500244140625,1315.800048828125,1298.4000244140625,1307.449951171875,5905235,0.0,0
1310.0,1320.550048828125,1278.0,1281.300048828125,6084596,0.0,0
1275.0,1299.0,1271.5999755859375,1289.75,7361961,0.0,0
1304.699951171875,1325.0,1294.1500244140625,1322.1500244140625,7968420,0.0,0
1336.9000244140625,1354.0,1324.050048828125,1336.550048828125,6610342,0.0,0
1332.25,1336.949951171875,1323.199951171875,1330.25,4079849,0.0,0
1330.5,1348.0,1318.5,1335.1500244140625,7686122,0.0,0
1338.550048828125,1361.6500244140625,1338.550048828125,1353.800048828125,4006716,0.0,0
1370.0,1376.0,1352.0,1356.25,4902082,0.0,0
1344.0,1351.0,1338.4000244140625,1345.9000244140625,4885287,0.0,0
1331.25,1350.75,1331.25,1343.949951171875,4997023,0.0,0
1336.0,1354.0,1336.0,1348.0,6237911,0.0,0
1343.949951171875,1360.0,1330.050048828125,1353.75,5736226,0.0,0
1353.699951171875,1360.199951171875,1342.25,1355.6500244140625,4243740,0.0,0
1364.0,1379.3499755859375,1348.300048828125,1352.5999755859375,7162859,0.0,0
1348.0,1373.4000244140625,1347.0999755859375,1371.25,7524539,0.0,0
1380.0,1398.0,1374.449951171875,1395.800048828125,8871571,0.0,0
1410.0,1410.0,1394.75,1397.0999755859375,6237015,0.0,0
1394.0,1409.9000244140625,1393.25,1406.1500244140625,3731416,0.0,0
1405.25,1405.25,1389.4000244140625,1391.800048828125,4938487,0.0,0
1390.0,1394.199951171875,1354.25,1357.8499755859375,7972805,0.0,0
1362.0,1372.6500244140625,1349.25,1351.050048828125,5186205,0.0,0
1353.0,1364.9000244140625,1346.800048828125,1362.050048828125,6797823,0.0,0
1348.0,1366.0999755859375,1342.050048828125,1347.550048828125,10166110,0.0,0
1337.0,1358.550048828125,1337.0,1348.050048828125,7896269,0.0,0
1359.9000244140625,1371.0999755859375,1355.25,1365.050048828125,10173931,0.0,0
1360.550048828125,1369.5,1358.0999755859375,1360.75,6320139,0.0,0
1366.0,1397.0,1362.4000244140625,1392.5,6364796,0.0,0
1395.0,1404.5999755859375,1383.300048828125,1396.5999755859375,5071563,0.0,0
1396.0,1402.0,1386.300048828125,1393.75,4263982,0.0,0
1388.9000244140625,1406.0,1384.25,1404.4000244140625,4606389,0.0,0
1415.050048828125,1424.0,1411.0,1416.8499755859375,8710203,0.0,0
1438.0,1438.5999755859375,1415.300048828125,1434.199951171875,10009868,0.0,0
1439.0,1448.449951171875,1430.050048828125,1446.1500244140625,6596518,0.0,0
1442.0,1444.5999755859375,1423.050048828125,1430.25,7518255,0.0,0
1424.949951171875,1435.75,1417.0,1433.5999755859375,5487749,0.0,0
1440.0,1446.699951171875,1412.949951171875,1431.9000244140625,6006103,0.0,0
1433.0,1436.949951171875,1421.1500244140625,1427.050048828125,4634491,0.0,0
1428.0,1464.5,1427.0999755859375,1462.050048828125,7678868,0.0,0
1461.3499755859375,1471.5,1449.050048828125,1466.300048828125,8676551,0.0,0
1486.5,1491.0,1474.550048828125,1485.699951171875,9150883,0.0,0
1485.0,1489.300048828125,1475.949951171875,1485.1500244140625,4425185,0.0,0
1494.800048828125,1508.5,1488.050048828125,1502.1500244140625,6281878,0.0,0
1500.0,1512.75,1485.75,1509.9000244140625,6192175,0.0,0
1500.0,1513.9000244140625,1499.6500244140625,1511.699951171875,4171069,0.0,0
1510.0,1512.0,1490.0,1493.050048828125,4031851,0.0,0
1484.800048828125,1488.3499755859375,1467.699951171875,1470.3499755859375,4117033,0.0,0
1453.300048828125,1475.949951171875,1450.4000244140625,1465.800048828125,7483442,0.0,0
1461.9000244140625,1475.5,1459.199951171875,1472.8499755859375,6727760,0.0,0
1479.9000244140625,1486.800048828125,1457.0,1464.8499755859375,5911520,0.0,0
1472.050048828125,1481.800048828125,1461.199951171875,1465.0999755859375,3853088,0.0,0
1437.0,1446.0,1428.5999755859375,1439.4000244140625,4326589,0.0,0
1446.449951171875,1489.949951171875,1443.0999755859375,1486.0999755859375,5067700,0.0,0
1464.75,1489.449951171875,1459.0,1472.1500244140625,11201568,0.0,0
1472.1500244140625,1490.5,1465.199951171875,1485.5,6019043,0.0,0
1486.0999755859375,1499.0,1484.0999755859375,1495.050048828125,6065966,0.0,0
1498.9000244140625,1506.6500244140625,1486.449951171875,1489.3499755859375,6119348,0.0,0
1471.300048828125,1490.0,1471.300048828125,1482.300048828125,4888103,0.0,0
1490.0999755859375,1500.0,1482.1500244140625,1497.5999755859375,5582345,0.0,0
1496.199951171875,1509.0,1494.050048828125,1498.5999755859375,7564444,0.0,0
1500.0,1504.0,1490.0,1493.550048828125,5540246,0.0,0
1498.9000244140625,1515.9000244140625,1498.550048828125,1513.0999755859375,6500983,0.0,0
1494.050048828125,1538.9000244140625,1492.3499755859375,1528.6500244140625,10109880,0.0,0
1530.0,1540.949951171875,1512.0,1520.699951171875,6769686,0.0,0
1503.0999755859375,1514.699951171875,1483.0,1492.75,10280023,0.0,0
1489.0,1514.0,1480.0,1502.5999755859375,6038019,0.0,0
1514.0,1524.0,1509.9000244140625,1520.699951171875,5390834,0.0,0
1508.0,1521.5,1505.0,1518.3499755859375,4536152,0.0,0
1502.0,1510.1500244140625,1482.75,1486.0,6024072,0.0,0
1472.3499755859375,1475.0,1437.0,1446.1500244140625,7903126,0.0,0
1425.3499755859375,1436.449951171875,1418.0,1426.6500244140625,4461743,0.0,0
1432.4000244140625,1440.0,1407.0,1413.8499755859375,6319850,0.0,0
1406.0,1410.5999755859375,1385.9000244140625,1389.550048828125,5908066,0.0,0
1396.300048828125,1402.199951171875,1378.800048828125,1382.3499755859375,7205194,0.0,0
1378.800048828125,1431.449951171875,1365.0,1421.3499755859375,7890878,0.0,0
1409.949951171875,1417.8499755859375,1401.0999755859375,1413.199951171875,5770556,0.0,0
1429.5,1458.0,1426.1500244140625,1453.0,5769263,0.0,0
1459.949951171875,1462.5999755859375,1434.199951171875,1437.0,6274599,0.0,0
1430.25,1434.949951171875,1420.3499755859375,1430.800048828125,6648997,0.0,0
1408.0,1426.0,1398.199951171875,1415.0,6554651,0.0,0
1401.0999755859375,1417.0,1399.449951171875,1400.6500244140625,7260810,0.0,0
1403.199951171875,1414.8499755859375,1397.300048828125,1409.800048828125,4612525,0.0,0
1402.050048828125,1406.25,1384.0,1393.5999755859375,7357117,0.0,0
1417.0,1447.0,1415.25,1439.0,6424960,0.0,0
1435.0,1457.5999755859375,1427.0,1446.550048828125,9205250,0.0,0
1458.050048828125,1462.9000244140625,1440.0,1443.8499755859375,5280554,0.0,0
